timestamp,machine_id,motor_type,location,rpm,voltage_v,current_a,power_kw,torque_nm,temperature_c,vibration_mm_s,noise_db,efficiency_pct,anomaly_type,severity
2026-01-05 22:48:00,MTR-01,Induction,Assembly Line A,1494.9,403.6,10.61,6.38,72.9,67.5,2.21,74.7,90.4,None,None
2026-01-05 22:48:00,MTR-02,Induction,Assembly Line A,1509.7,395.4,12.06,7.1,79.8,72.1,2.17,78.2,92.6,None,None
2026-01-05 22:48:00,MTR-03,Servo,Robotics Cell,1792.4,405.3,8.4,5.07,68.0,63.9,1.76,74.2,91.8,None,None
2026-01-05 22:48:00,MTR-04,Servo,Robotics Cell,1727.3,403.3,9.09,5.46,71.4,66.0,2.13,72.2,91.7,None,None
2026-01-05 22:48:00,MTR-05,Synchronous,Utility Room,1117.6,407.6,13.04,7.91,79.2,71.8,2.82,76.6,90.2,None,None
2026-01-05 22:48:00,MTR-06,Induction,Packaging Line,1566.4,400.1,11.66,6.95,83.6,71.1,2.37,78.0,90.8,None,None
2026-01-06 01:12:00,MTR-01,Induction,Assembly Line A,1488.9,400.6,11.18,6.67,76.9,67.6,2.04,76.1,91.1,None,None
2026-01-06 01:12:00,MTR-02,Induction,Assembly Line A,1492.4,392.5,10.49,6.13,78.8,71.8,2.35,74.4,91.0,None,None
2026-01-06 01:12:00,MTR-03,Servo,Robotics Cell,1803.8,407.0,8.1,4.91,72.7,65.8,1.78,76.3,91.0,None,None
2026-01-06 01:12:00,MTR-04,Servo,Robotics Cell,1790.0,395.2,7.99,4.7,74.4,68.0,1.79,78.5,91.2,None,None
2026-01-06 01:12:00,MTR-05,Synchronous,Utility Room,1214.8,409.1,13.65,8.32,79.4,75.4,3.01,77.4,90.9,None,None
2026-01-06 01:12:00,MTR-06,Induction,Packaging Line,1533.2,398.9,11.4,6.77,80.8,70.8,2.36,78.0,90.6,None,None
2026-01-06 03:36:00,MTR-01,Induction,Assembly Line A,1464.8,398.3,10.14,6.02,76.9,69.2,1.88,75.0,91.6,None,None
2026-01-06 03:36:00,MTR-02,Induction,Assembly Line A,1477.4,406.8,10.91,6.61,79.2,72.9,2.38,77.0,91.8,None,None
2026-01-06 03:36:00,MTR-03,Servo,Robotics Cell,1829.7,398.8,8.22,4.88,67.7,63.4,1.51,77.3,90.8,None,None
2026-01-06 03:36:00,MTR-04,Servo,Robotics Cell,1755.0,399.9,9.71,5.78,70.9,69.9,1.84,78.1,91.0,None,None
2026-01-06 03:36:00,MTR-05,Synchronous,Utility Room,1223.9,404.9,13.24,7.98,81.7,71.2,3.03,74.6,90.7,None,None
2026-01-06 03:36:00,MTR-06,Induction,Packaging Line,1501.8,394.7,12.17,7.15,82.5,72.0,2.93,75.1,91.3,None,None
2026-01-06 06:00:00,MTR-01,Induction,Assembly Line A,1472.2,398.1,10.76,6.38,76.8,65.4,1.64,72.6,90.6,None,None
2026-01-06 06:00:00,MTR-02,Induction,Assembly Line A,1457.8,405.0,11.03,6.65,75.2,71.9,2.56,76.9,91.2,None,None
2026-01-06 06:00:00,MTR-03,Servo,Robotics Cell,1837.5,409.5,7.95,4.85,71.8,64.6,1.43,74.5,90.3,None,None
2026-01-06 06:00:00,MTR-04,Servo,Robotics Cell,1777.8,400.5,9.15,5.46,73.6,68.7,1.96,74.5,91.6,None,None
2026-01-06 06:00:00,MTR-05,Synchronous,Utility Room,1206.8,401.9,13.34,7.99,80.4,71.2,3.04,77.9,91.7,None,None
2026-01-06 06:00:00,MTR-06,Induction,Packaging Line,1532.0,402.6,13.04,7.82,75.4,73.1,2.87,76.3,90.3,None,None
2026-01-06 08:24:00,MTR-01,Induction,Assembly Line A,1464.4,405.8,10.6,6.41,74.9,69.8,1.77,74.6,90.6,None,None
2026-01-06 08:24:00,MTR-02,Induction,Assembly Line A,1514.4,400.8,12.13,7.24,78.2,71.4,2.15,77.7,90.7,None,None
2026-01-06 08:24:00,MTR-03,Servo,Robotics Cell,1818.4,398.2,7.71,4.57,73.8,65.8,1.31,75.1,93.0,None,None
2026-01-06 08:24:00,MTR-04,Servo,Robotics Cell,1786.6,399.6,8.82,5.25,69.5,69.8,1.76,75.6,90.2,None,None
2026-01-06 08:24:00,MTR-05,Synchronous,Utility Room,1224.6,399.1,13.83,8.22,79.5,75.6,3.45,78.0,92.3,None,None
2026-01-06 08:24:00,MTR-06,Induction,Packaging Line,1481.8,403.4,12.23,7.35,77.7,74.1,2.57,75.0,91.1,None,None
2026-01-06 10:48:00,MTR-01,Induction,Assembly Line A,1426.6,402.0,10.93,6.54,76.3,67.4,1.64,75.1,90.9,None,None
2026-01-06 10:48:00,MTR-02,Induction,Assembly Line A,1536.0,396.1,11.31,6.67,76.1,71.7,2.23,76.6,92.1,None,None
2026-01-06 10:48:00,MTR-03,Servo,Robotics Cell,1805.0,401.9,8.16,4.89,69.4,62.0,1.7,74.2,92.9,None,None
2026-01-06 10:48:00,MTR-04,Servo,Robotics Cell,1753.8,399.2,9.99,5.94,70.1,69.3,2.26,79.4,91.5,None,None
2026-01-06 10:48:00,MTR-05,Synchronous,Utility Room,1221.5,406.0,13.02,7.88,75.7,75.0,3.46,75.2,90.5,None,None
2026-01-06 10:48:00,MTR-06,Induction,Packaging Line,1564.3,396.4,11.45,6.76,76.1,72.0,3.01,72.5,91.7,None,None
2026-01-06 13:12:00,MTR-01,Induction,Assembly Line A,1519.8,398.9,10.24,6.08,76.7,68.8,2.05,77.4,91.9,None,None
2026-01-06 13:12:00,MTR-02,Induction,Assembly Line A,1413.0,399.8,11.33,6.75,76.4,70.0,2.77,75.4,90.9,None,None
2026-01-06 13:12:00,MTR-03,Servo,Robotics Cell,1784.5,395.4,8.6,5.06,69.6,66.5,1.36,74.2,90.6,None,None
2026-01-06 13:12:00,MTR-04,Servo,Robotics Cell,1760.0,397.2,8.79,5.2,70.9,71.3,2.36,72.2,90.7,None,None
2026-01-06 13:12:00,MTR-05,Synchronous,Utility Room,1227.6,399.2,12.75,7.58,82.4,73.1,3.83,80.3,89.6,None,None
2026-01-06 13:12:00,MTR-06,Induction,Packaging Line,1491.1,409.0,12.07,7.35,79.5,71.2,2.62,76.6,91.0,None,None
2026-01-06 15:36:00,MTR-01,Induction,Assembly Line A,1441.7,397.1,10.29,6.09,72.1,67.8,1.66,76.1,91.1,None,None
2026-01-06 15:36:00,MTR-02,Induction,Assembly Line A,1458.3,404.3,10.34,6.23,75.9,70.2,2.4,79.1,91.5,None,None
2026-01-06 15:36:00,MTR-03,Servo,Robotics Cell,1807.8,398.9,7.58,4.5,69.3,63.4,2.04,74.3,90.8,None,None
2026-01-06 15:36:00,MTR-04,Servo,Robotics Cell,1792.0,412.2,8.84,5.43,71.0,68.8,2.25,74.0,91.1,None,None
2026-01-06 15:36:00,MTR-05,Synchronous,Utility Room,1190.5,400.8,13.35,7.97,79.3,71.1,2.84,77.5,90.7,None,None
2026-01-06 15:36:00,MTR-06,Induction,Packaging Line,1471.4,398.5,12.33,7.32,81.4,71.3,2.87,76.5,90.7,None,None
2026-01-06 18:00:00,MTR-01,Induction,Assembly Line A,1483.8,403.8,11.9,7.16,76.4,73.8,2.1,73.2,89.8,None,None
2026-01-06 18:00:00,MTR-02,Induction,Assembly Line A,1469.3,404.5,10.75,6.48,78.0,73.5,2.4,74.1,90.8,None,None
2026-01-06 18:00:00,MTR-03,Servo,Robotics Cell,1791.6,406.1,8.12,4.91,63.4,68.0,1.58,74.1,92.0,None,None
2026-01-06 18:00:00,MTR-04,Servo,Robotics Cell,1763.5,399.2,9.8,5.83,69.0,69.6,1.79,74.7,89.8,None,None
2026-01-06 18:00:00,MTR-05,Synchronous,Utility Room,1197.5,404.0,13.16,7.92,82.5,76.5,2.93,77.5,90.4,None,None
2026-01-06 18:00:00,MTR-06,Induction,Packaging Line,1491.1,405.5,13.01,7.86,81.6,76.7,2.71,77.2,91.5,None,None
2026-01-06 20:24:00,MTR-01,Induction,Assembly Line A,1463.4,397.2,10.72,6.34,71.6,70.5,2.04,74.7,90.6,None,None
2026-01-06 20:24:00,MTR-02,Induction,Assembly Line A,1505.5,397.4,11.84,7.01,78.7,72.4,2.48,75.2,91.1,None,None
2026-01-06 20:24:00,MTR-03,Servo,Robotics Cell,1818.6,406.7,8.73,5.29,70.5,62.5,1.91,73.7,90.9,None,None
2026-01-06 20:24:00,MTR-04,Servo,Robotics Cell,1753.1,404.2,8.02,4.83,73.6,69.2,1.98,76.9,91.7,None,None
2026-01-06 20:24:00,MTR-05,Synchronous,Utility Room,1254.0,392.4,14.14,8.27,79.2,73.8,3.24,79.6,91.2,None,None
2026-01-06 20:24:00,MTR-06,Induction,Packaging Line,1535.9,402.1,12.29,7.36,74.3,70.9,2.62,75.5,90.0,None,None
2026-01-06 22:48:00,MTR-01,Induction,Assembly Line A,1473.5,408.0,10.87,6.61,73.9,70.4,1.88,72.9,90.6,None,None
2026-01-06 22:48:00,MTR-02,Induction,Assembly Line A,1516.3,404.4,13.2,7.95,76.2,72.5,2.62,77.3,90.3,None,None
2026-01-06 22:48:00,MTR-03,Servo,Robotics Cell,1863.1,401.5,8.31,4.97,71.6,66.2,1.87,75.6,92.5,None,None
2026-01-06 22:48:00,MTR-04,Servo,Robotics Cell,1749.7,406.0,8.53,5.16,72.3,67.7,2.29,72.5,91.6,None,None
2026-01-06 22:48:00,MTR-05,Synchronous,Utility Room,1252.3,396.0,14.37,8.47,76.2,74.3,2.99,75.6,90.5,None,None
2026-01-06 22:48:00,MTR-06,Induction,Packaging Line,1502.6,400.5,12.31,7.34,78.1,73.0,2.64,74.8,91.5,None,None
2026-01-07 01:12:00,MTR-01,Induction,Assembly Line A,1452.0,403.8,10.3,6.2,74.1,70.3,2.1,74.7,91.3,None,None
2026-01-07 01:12:00,MTR-02,Induction,Assembly Line A,1508.1,399.2,11.58,6.88,80.1,73.6,2.72,75.7,90.5,None,None
2026-01-07 01:12:00,MTR-03,Servo,Robotics Cell,1772.0,397.7,11.67,6.91,70.6,75.3,3.77,79.7,87.3,Misalignment,Low
2026-01-07 01:12:00,MTR-04,Servo,Robotics Cell,1758.3,400.3,9.38,5.59,71.0,68.4,1.92,76.1,91.2,None,None
2026-01-07 01:12:00,MTR-05,Synchronous,Utility Room,1192.6,395.2,13.61,8.01,81.2,73.2,2.94,76.6,90.9,None,None
2026-01-07 01:12:00,MTR-06,Induction,Packaging Line,1504.8,396.7,11.71,6.92,82.3,71.6,2.63,77.6,91.2,None,None
2026-01-07 03:36:00,MTR-01,Induction,Assembly Line A,1462.3,394.5,10.1,5.93,76.5,69.0,2.39,75.3,91.2,None,None
2026-01-07 03:36:00,MTR-02,Induction,Assembly Line A,1445.0,398.6,11.59,6.88,77.5,73.1,2.73,76.5,91.4,None,None
2026-01-07 03:36:00,MTR-03,Servo,Robotics Cell,1811.0,401.5,8.19,4.9,72.3,63.5,1.63,74.7,91.3,None,None
2026-01-07 03:36:00,MTR-04,Servo,Robotics Cell,1804.6,398.0,8.84,5.24,72.3,66.6,2.09,76.4,91.8,None,None
2026-01-07 03:36:00,MTR-05,Synchronous,Utility Room,1203.5,399.8,12.57,7.49,82.7,73.1,3.24,78.2,90.5,None,None
2026-01-07 03:36:00,MTR-06,Induction,Packaging Line,1564.8,402.5,12.3,7.37,82.2,71.8,2.91,75.2,89.9,None,None
2026-01-07 06:00:00,MTR-01,Induction,Assembly Line A,1481.1,398.2,11.41,6.77,72.3,69.4,2.38,75.3,90.4,None,None
2026-01-07 06:00:00,MTR-02,Induction,Assembly Line A,1482.7,400.1,11.48,6.84,76.7,68.3,2.4,76.1,90.8,None,None
2026-01-07 06:00:00,MTR-03,Servo,Robotics Cell,1847.2,398.8,8.62,5.12,76.5,64.8,1.29,75.4,91.6,None,None
2026-01-07 06:00:00,MTR-04,Servo,Robotics Cell,1780.5,405.0,9.64,5.82,74.0,72.5,2.06,72.8,91.7,None,None
2026-01-07 06:00:00,MTR-05,Synchronous,Utility Room,1173.4,398.9,14.02,8.33,86.6,74.0,3.03,80.0,90.4,None,None
2026-01-07 06:00:00,MTR-06,Induction,Packaging Line,1522.3,396.0,12.62,7.44,84.0,74.9,2.83,78.6,90.9,None,None
2026-01-07 08:24:00,MTR-01,Induction,Assembly Line A,1523.3,399.2,10.59,6.3,74.8,71.3,1.72,73.4,91.8,None,None
2026-01-07 08:24:00,MTR-02,Induction,Assembly Line A,1459.8,392.7,11.31,6.61,76.7,73.1,2.92,77.4,90.0,None,None
2026-01-07 08:24:00,MTR-03,Servo,Robotics Cell,1839.9,401.1,8.29,4.95,64.8,62.9,1.17,72.6,91.5,None,None
2026-01-07 08:24:00,MTR-04,Servo,Robotics Cell,1795.9,408.8,9.44,5.75,72.5,70.1,1.75,75.8,90.9,None,None
2026-01-07 08:24:00,MTR-05,Synchronous,Utility Room,1171.7,399.3,13.06,7.77,79.9,72.2,3.75,77.8,91.0,None,None
2026-01-07 08:24:00,MTR-06,Induction,Packaging Line,1484.8,400.3,11.92,7.11,72.1,72.2,2.29,77.1,89.9,None,None
2026-01-07 10:48:00,MTR-01,Induction,Assembly Line A,1470.4,401.5,11.57,6.92,73.7,68.8,2.16,71.3,91.3,None,None
2026-01-07 10:48:00,MTR-02,Induction,Assembly Line A,1495.0,402.4,11.0,6.59,76.4,71.8,2.61,77.5,90.4,None,None
2026-01-07 10:48:00,MTR-03,Servo,Robotics Cell,1813.1,399.0,7.84,4.66,69.9,64.1,2.03,75.4,91.1,None,None
2026-01-07 10:48:00,MTR-04,Servo,Robotics Cell,1773.2,399.6,9.61,5.72,73.8,64.8,2.15,77.4,92.5,None,None
2026-01-07 10:48:00,MTR-05,Synchronous,Utility Room,1194.4,397.4,13.76,8.15,80.1,70.7,2.81,76.8,91.6,None,None
2026-01-07 10:48:00,MTR-06,Induction,Packaging Line,1488.8,396.1,10.29,6.07,81.9,71.2,2.66,75.3,91.2,None,None
2026-01-07 13:12:00,MTR-01,Induction,Assembly Line A,1450.4,398.5,11.3,6.71,78.3,66.3,2.01,74.1,91.1,None,None
2026-01-07 13:12:00,MTR-02,Induction,Assembly Line A,1472.6,397.6,10.94,6.48,75.0,72.0,2.49,71.9,91.2,None,None
2026-01-07 13:12:00,MTR-03,Servo,Robotics Cell,1798.5,396.5,8.76,5.17,65.1,63.9,1.33,74.1,91.6,None,None
2026-01-07 13:12:00,MTR-04,Servo,Robotics Cell,1764.7,400.0,9.39,5.6,73.3,69.7,1.9,74.3,90.5,None,None
2026-01-07 13:12:00,MTR-05,Synchronous,Utility Room,1200.8,405.8,12.33,7.45,81.1,75.0,3.05,78.9,90.1,None,None
2026-01-07 13:12:00,MTR-06,Induction,Packaging Line,1538.7,405.0,11.44,6.9,79.7,73.5,2.95,75.6,90.3,None,None
2026-01-07 15:36:00,MTR-01,Induction,Assembly Line A,1512.4,399.3,10.42,6.2,76.0,68.3,2.06,75.3,90.5,None,None
2026-01-07 15:36:00,MTR-02,Induction,Assembly Line A,1454.1,400.1,11.34,6.76,73.6,72.2,2.53,75.5,89.9,None,None
2026-01-07 15:36:00,MTR-03,Servo,Robotics Cell,1844.3,402.0,9.43,5.64,70.4,67.0,1.96,79.2,92.1,None,None
2026-01-07 15:36:00,MTR-04,Servo,Robotics Cell,1698.6,399.8,12.05,7.18,72.0,75.4,3.95,83.2,85.0,Bearing Wear,Low
2026-01-07 15:36:00,MTR-05,Synchronous,Utility Room,1171.9,394.2,12.88,7.56,80.1,73.9,2.91,76.6,89.3,None,None
2026-01-07 15:36:00,MTR-06,Induction,Packaging Line,1479.5,397.0,12.25,7.24,79.7,73.1,2.96,74.7,90.2,None,None
2026-01-07 18:00:00,MTR-01,Induction,Assembly Line A,1545.5,408.4,10.33,6.29,78.8,68.2,1.63,73.9,91.5,None,None
2026-01-07 18:00:00,MTR-02,Induction,Assembly Line A,1489.8,397.3,11.84,7.01,78.1,71.2,2.26,75.5,91.2,None,None
2026-01-07 18:00:00,MTR-03,Servo,Robotics Cell,1804.3,400.5,7.84,4.68,69.7,65.4,1.44,73.0,91.8,None,None
2026-01-07 18:00:00,MTR-04,Servo,Robotics Cell,1805.3,403.3,9.49,5.7,71.2,73.8,1.52,74.4,91.8,None,None
2026-01-07 18:00:00,MTR-05,Synchronous,Utility Room,1219.7,399.6,13.33,7.94,87.5,72.2,3.51,80.9,90.8,None,None
2026-01-07 18:00:00,MTR-06,Induction,Packaging Line,1493.1,391.6,12.16,7.09,74.0,75.5,2.44,78.2,90.8,None,None
2026-01-07 20:24:00,MTR-01,Induction,Assembly Line A,1456.7,390.3,10.71,6.23,71.4,66.8,1.87,73.4,91.2,None,None
2026-01-07 20:24:00,MTR-02,Induction,Assembly Line A,1471.3,399.7,11.73,6.99,74.6,71.7,2.37,73.2,90.6,None,None
2026-01-07 20:24:00,MTR-03,Servo,Robotics Cell,1779.2,394.8,7.71,4.54,72.7,65.4,1.65,76.1,92.1,None,None
2026-01-07 20:24:00,MTR-04,Servo,Robotics Cell,1758.9,400.6,8.95,5.34,74.4,68.8,1.96,75.7,90.7,None,None
2026-01-07 20:24:00,MTR-05,Synchronous,Utility Room,1165.0,396.8,13.08,7.73,83.9,77.9,3.03,75.7,90.0,None,None
2026-01-07 20:24:00,MTR-06,Induction,Packaging Line,1483.2,398.6,12.23,7.26,75.2,76.0,2.34,75.5,90.3,None,None
2026-01-07 22:48:00,MTR-01,Induction,Assembly Line A,1534.6,394.2,10.2,5.99,76.6,72.0,2.73,72.9,91.0,None,None
2026-01-07 22:48:00,MTR-02,Induction,Assembly Line A,1467.7,395.3,11.82,6.96,76.1,72.8,2.27,75.5,89.7,None,None
2026-01-07 22:48:00,MTR-03,Servo,Robotics Cell,1825.9,404.9,8.71,5.25,69.3,65.4,1.92,70.0,91.3,None,None
2026-01-07 22:48:00,MTR-04,Servo,Robotics Cell,1790.8,394.9,8.17,4.8,73.1,69.7,2.82,77.5,90.9,None,None
2026-01-07 22:48:00,MTR-05,Synchronous,Utility Room,1186.4,391.6,12.58,7.34,85.9,76.8,3.27,77.3,91.9,None,None
2026-01-07 22:48:00,MTR-06,Induction,Packaging Line,1510.0,391.8,12.01,7.01,78.8,70.5,2.7,78.7,91.2,None,None
2026-01-08 01:12:00,MTR-01,Induction,Assembly Line A,1447.4,398.9,11.23,6.67,75.2,69.5,1.91,74.8,90.3,None,None
2026-01-08 01:12:00,MTR-02,Induction,Assembly Line A,1513.1,396.8,12.08,7.14,78.5,69.0,2.19,77.3,92.2,None,None
2026-01-08 01:12:00,MTR-03,Servo,Robotics Cell,1864.0,393.5,8.98,5.26,66.1,62.6,1.31,73.8,91.3,None,None
2026-01-08 01:12:00,MTR-04,Servo,Robotics Cell,1721.7,406.2,9.01,5.45,67.8,69.5,2.11,77.3,90.7,None,None
2026-01-08 01:12:00,MTR-05,Synchronous,Utility Room,1199.5,397.4,13.04,7.72,77.1,71.0,2.73,74.1,91.4,None,None
2026-01-08 01:12:00,MTR-06,Induction,Packaging Line,1511.9,402.5,12.26,7.35,80.2,72.5,2.75,74.0,90.4,None,None
2026-01-08 03:36:00,MTR-01,Induction,Assembly Line A,1481.5,397.5,11.06,6.55,75.8,70.5,2.04,75.6,91.3,None,None
2026-01-08 03:36:00,MTR-02,Induction,Assembly Line A,1446.7,399.8,10.29,6.13,77.5,68.0,2.53,75.4,90.2,None,None
2026-01-08 03:36:00,MTR-03,Servo,Robotics Cell,1839.0,404.7,7.96,4.8,67.6,64.6,1.59,77.2,89.6,None,None
2026-01-08 03:36:00,MTR-04,Servo,Robotics Cell,1702.8,398.6,9.75,5.79,70.5,70.7,2.36,76.3,92.9,None,None
2026-01-08 03:36:00,MTR-05,Synchronous,Utility Room,1179.5,407.8,13.0,7.9,80.2,70.9,3.42,79.7,90.0,None,None
2026-01-08 03:36:00,MTR-06,Induction,Packaging Line,1512.6,406.7,12.28,7.44,82.9,72.3,2.4,79.0,91.4,None,None
2026-01-08 06:00:00,MTR-01,Induction,Assembly Line A,1483.9,399.6,11.95,7.11,78.7,71.5,2.1,73.6,90.5,None,None
2026-01-08 06:00:00,MTR-02,Induction,Assembly Line A,1516.4,400.6,12.18,7.27,84.3,71.7,2.47,77.9,90.3,None,None
2026-01-08 06:00:00,MTR-03,Servo,Robotics Cell,1789.6,398.8,8.13,4.83,68.9,63.5,1.62,75.3,91.4,None,None
2026-01-08 06:00:00,MTR-04,Servo,Robotics Cell,1747.7,404.3,9.07,5.46,71.9,72.8,1.97,77.7,91.7,None,None
2026-01-08 06:00:00,MTR-05,Synchronous,Utility Room,1196.6,400.5,13.01,7.76,80.2,70.4,2.95,78.5,90.5,None,None
2026-01-08 06:00:00,MTR-06,Induction,Packaging Line,1474.0,394.2,10.43,6.12,78.2,74.3,2.86,76.6,90.0,None,None
2026-01-08 08:24:00,MTR-01,Induction,Assembly Line A,1488.4,392.1,11.31,6.61,75.9,69.5,1.72,74.2,91.5,None,None
2026-01-08 08:24:00,MTR-02,Induction,Assembly Line A,1500.7,402.4,12.53,7.51,77.6,73.1,2.1,78.5,90.8,None,None
2026-01-08 08:24:00,MTR-03,Servo,Robotics Cell,1819.8,392.2,8.45,4.94,67.5,63.8,1.92,75.3,92.4,None,None
2026-01-08 08:24:00,MTR-04,Servo,Robotics Cell,1767.3,401.6,8.99,5.38,68.9,68.4,2.02,72.2,91.8,None,None
2026-01-08 08:24:00,MTR-05,Synchronous,Utility Room,1182.9,406.3,12.57,7.61,80.2,75.0,3.11,77.6,90.1,None,None
2026-01-08 08:24:00,MTR-06,Induction,Packaging Line,1531.9,401.2,12.37,7.39,81.9,72.4,3.0,77.5,90.0,None,None
